date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:46	25448/25448	---M--	200	added ('OK')	image/png	etag:%223856901ede84fdda8fbc1d7f30e2d219%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-18-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-18-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:06:54	41194/41194	---M--	200	added ('OK')	image/png	etag:%22fffc1df3d80f8da18af97ceb96d8bbb9%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-18-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-18-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:06:58	52218/52218	---M--	200	added ('OK')	image/png	etag:%22c042b42ac0f954dcf2f0d6b994d63a14%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-20-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-20-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:00	23907/23907	---M--	200	added ('OK')	image/png	etag:%22602a510c7d44da6081f577bdab5b09f9%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-22-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-22-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:02	73616/73616	---M--	200	added ('OK')	image/png	etag:%22e5764c82baf93e8352c7a0cda5f24a00%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-21-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-21-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:04	31090/31090	---M--	200	added ('OK')	image/png	etag:%22f7eae623bca5efce478aefe48915302d%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-22-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-22-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:06	30582/30582	---M--	200	added ('OK')	image/png	etag:%2284bf77eabb5946146c46e28383b87956%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-22-3.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-22-3.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:13	65108/65108	---M--	200	added ('OK')	image/png	etag:%22045d9d6af56dd9659ead884fb5d62df8%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-23-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-23-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:18	78533/78533	---M--	200	added ('OK')	image/png	etag:%22d2dc1a7194f24319c86187c8c7866350%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-25-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-25-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:20	71427/71427	---M--	200	added ('OK')	image/png	etag:%22ccc6cb3e3e18a7bde776d0078a899f0f%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-26-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-26-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:22	33812/33812	---M--	200	added ('OK')	image/png	etag:%2254e72734c8375c2d70c931c374aebcc9%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:28	35042/35042	---M--	200	added ('OK')	image/png	etag:%221b65ed7776269139986bcfb9c0cb31e1%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:30	33340/33340	---M--	200	added ('OK')	image/png	etag:%22b7faaf77d75fb3c6a6269ce0439febac%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-3.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-3.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:32	34292/34292	---M--	200	added ('OK')	image/png	etag:%22c925c5fee566f3aae96fa62296c09460%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-4.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-4.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:38	36129/36129	---M--	200	added ('OK')	image/png	etag:%227f4baea016a1c6492ef7f21a1c4ad505%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-5.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-5.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:38	15438/15438	---M--	200	added ('OK')	image/png	etag:%22730afaf57da9daed2ecf4e03f81bbbf9%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-30-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-30-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:39	36451/36451	---M--	200	added ('OK')	image/png	etag:%2216fd2b1438961f66aa64a6af42547c18%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-6.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-29-6.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:44	15438/15438	---M--	200	added ('OK')	image/png	etag:%22730afaf57da9daed2ecf4e03f81bbbf9%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-32-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-32-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:44	14580/14580	---M--	200	added ('OK')	image/png	etag:%22376f9cfdd2030f90e313ce11f8738ba2%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-33-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-33-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:48	13618/13618	---M--	200	added ('OK')	image/png	etag:%22fe80fad762af7b6b157770257f78f46f%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-34-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-34-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:48	12965/12965	---M--	200	added ('OK')	image/png	etag:%22765d8ef6d12d6c7d6fbd9c8abe2817e1%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-35-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-35-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:54	29014/29014	---M--	200	added ('OK')	image/png	etag:%22660a854e381ed9f5e71d5cc59249827e%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-37-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-37-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:07:56	27616/27616	---M--	200	added ('OK')	image/png	etag:%223348cf31c0f1e2baf552a4ea570d8f1f%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-37-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-37-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:01	28976/28976	---M--	200	added ('OK')	image/png	etag:%228e1c981da747bf7a060709333069ca6d%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-38-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-38-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:03	32059/32059	---M--	200	added ('OK')	image/png	etag:%2257bdfb1239fb4c6c0f33ce2f914a7f23%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-39-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-39-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:08	37588/37588	---M--	200	added ('OK')	image/png	etag:%22481082e142a157c977e579b3cec80291%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-39-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-39-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:10	28973/28973	---M--	200	added ('OK')	image/png	etag:%2247784f62909ecebd5d0631bb62a63dfc%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-40-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-40-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:16	30479/30479	---M--	200	added ('OK')	image/png	etag:%22473893678521c573c2f4428b5c96809f%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-41-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-41-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:16	25448/25448	---M--	200	added ('OK')	image/png	etag:%223856901ede84fdda8fbc1d7f30e2d219%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-42-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-42-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:22	263360/263360	---M--	200	added ('OK')	image/png	etag:%2227866a3d457af113611a5368af33e034%22	http://r4ds.had.co.nz/images/visualization-stat-bar.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/images/visualization-stat-bar.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:24	28477/28477	---M--	200	added ('OK')	image/png	etag:%22e421231eddf5018d8129bda105abaa86%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-43-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-43-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:24	19962/19962	---M--	200	added ('OK')	image/png	etag:%22ddecd301d8c67316aa7e16f330eeb488%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-44-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-44-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:26	10352/10352	---M--	200	added ('OK')	image/png	etag:%22a9b7a7ad41af239fabda3b83ccf89204%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-45-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-45-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:28	11293/11293	---M--	200	added ('OK')	image/png	etag:%22ea533770da311e23245ca29b229babd5%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-45-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-45-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:30	12381/12381	---M--	200	added ('OK')	image/png	etag:%2278c8ab19857763004d4b484643d625f6%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-46-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-46-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:32	9860/9860	---M--	200	added ('OK')	image/png	etag:%228c93459675c349be02f0283919279914%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-46-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-46-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:34	7589/7589	---M--	200	added ('OK')	image/png	etag:%22e7d02b45a879ad400e16968c89511c2e%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-47-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-47-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:38	18087/18087	---M--	200	added ('OK')	image/png	etag:%2268f580aa18f9ed9e584165f985659e97%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-47-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-47-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:08:42	28710/28710	---M--	200	added ('OK')	image/png	etag:%22bdf4d3cc82725608789136d4fb6414b7%22	http://r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-48-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/visualize_files/figure-html/unnamed-chunk-48-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:09:06	1147565/1147565	---M--	200	added ('OK')	image/png	etag:%2266e39461f8cc9ef5a8b23ba6a091ad9f%22	http://r4ds.had.co.nz/diagrams/rstudio-console.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/diagrams/rstudio-console.png	(from http://r4ds.had.co.nz/introduction.html)
23:09:09	164118/164118	---M--	200	added ('OK')	image/png	etag:%22a3255bc2fd85cdd31b823f696b22d637%22	http://r4ds.had.co.nz/images/visualization-grammar-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/images/visualization-grammar-1.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:09:11	168855/168855	---M--	200	added ('OK')	image/png	etag:%22f9d92f42ac0a82072c026081896152dc%22	http://r4ds.had.co.nz/images/visualization-grammar-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/images/visualization-grammar-2.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:09:23	89743/89743	---M--	200	added ('OK')	image/png	etag:%2245df1b7e3ecb3c47394a873e73c4ad8e%22	http://r4ds.had.co.nz/screenshots/rstudio-env.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/screenshots/rstudio-env.png	(from http://r4ds.had.co.nz/workflow-basics.html)
23:09:23	71917/71917	---M--	200	added ('OK')	image/png	etag:%227f401c23e2a8c401dd8939ee8ed4e45d%22	http://r4ds.had.co.nz/diagrams/transform-logical.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/diagrams/transform-logical.png	(from http://r4ds.had.co.nz/transform.html)
23:09:26	82604/82604	---M--	200	added ('OK')	image/png	etag:%2201d60602d1c83255212191b8e3e58534%22	http://r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-36-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-36-1.png	(from http://r4ds.had.co.nz/transform.html)
23:09:26	235902/235902	---M--	200	added ('OK')	image/png	etag:%22ee1809c49a377f6f03a447cc8c821dbe%22	http://r4ds.had.co.nz/images/visualization-grammar-3.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/images/visualization-grammar-3.png	(from http://r4ds.had.co.nz/data-visualisation.html)
23:09:28	19264/19264	---M--	200	added ('OK')	image/png	etag:%22109dc8d470079a794640e6e2904a4979%22	http://r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-41-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-41-1.png	(from http://r4ds.had.co.nz/transform.html)
23:09:32	49249/49249	---M--	200	added ('OK')	image/png	etag:%22c17ccd8fccb9df6b1938ae193d192be6%22	http://r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-42-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-42-1.png	(from http://r4ds.had.co.nz/transform.html)
23:09:38	9962/9962	---M--	200	added ('OK')	image/png	etag:%228107cdb95613e10c239188397a091d80%22	http://r4ds.had.co.nz/screenshots/rstudio-diagnostic.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/screenshots/rstudio-diagnostic.png	(from http://r4ds.had.co.nz/workflow-scripts.html)
23:09:44	23037/23037	---M--	200	added ('OK')	image/png	etag:%2230e7e037997f00e54fdf9231c489183b%22	http://r4ds.had.co.nz/screenshots/rstudio-diagnostic-tip.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/screenshots/rstudio-diagnostic-tip.png	(from http://r4ds.had.co.nz/workflow-scripts.html)
23:09:48	104589/104589	---M--	200	added ('OK')	image/png	etag:%2238fe77c67017cef627780672707677fc%22	http://r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-43-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-43-1.png	(from http://r4ds.had.co.nz/transform.html)
23:09:48	89214/89214	---M--	200	added ('OK')	image/png	etag:%22c6ce01838004652755ae7c0f777b347e%22	http://r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-44-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/transform_files/figure-html/unnamed-chunk-44-1.png	(from http://r4ds.had.co.nz/transform.html)
23:09:50	24184/24184	---M--	200	added ('OK')	image/png	etag:%22a1d97801b5f98099d8bc3b495808c822%22	http://r4ds.had.co.nz/screenshots/rstudio-diagnostic-warn.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/screenshots/rstudio-diagnostic-warn.png	(from http://r4ds.had.co.nz/workflow-scripts.html)
23:09:54	15438/15438	---M--	200	added ('OK')	image/png	etag:%22730afaf57da9daed2ecf4e03f81bbbf9%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-2-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-2-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:09:54	11090/11090	---M--	200	added ('OK')	image/png	etag:%2232bb5a2daf6d15a3d402b0703bda7309%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-4-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-4-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:09:58	13801/13801	---M--	200	added ('OK')	image/png	etag:%227b65fbd80116b5ae1bff49ce10d1ad85%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-6-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-6-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:01	11836/11836	---M--	200	added ('OK')	image/png	etag:%22986bf364ea605f8d3c3d3d3ab699f389%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-8-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-8-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:02	12852/12852	---M--	200	added ('OK')	image/png	etag:%225110da038d01ae7d8db1e819afb5540f%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-9-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-9-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:05	11367/11367	---M--	200	added ('OK')	image/png	etag:%221ddee9d2e6b4a0266a556d2848c92a5a%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-10-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-10-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:06	11291/11291	---M--	200	added ('OK')	image/png	etag:%22819a11463e54a4cc9d9ef154d42298ea%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-11-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-11-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:10	74557/74557	---M--	200	added ('OK')	image/png	etag:%225b96720f17eb0407b623a09e64bf14b9%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-7-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-7-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:10	18475/18475	---M--	200	added ('OK')	image/png	etag:%22f5a2503c43071f0f5e1922ec24c9fa80%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-17-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-17-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:16	9828/9828	---M--	200	added ('OK')	image/png	etag:%225a41a01f55334be7cd31303cfbe01d15%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-21-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-21-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:23	85080/85080	---M--	200	added ('OK')	image/png	etag:%22d2cc7ca44a4f27cca08adfeb64b15440%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-19-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-19-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:24	62641/62641	---M--	200	added ('OK')	image/png	etag:%22ac578719ce891c43a7fa8dcb89176b1a%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-20-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-20-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:29	18318/18318	---M--	200	added ('OK')	image/png	etag:%22802fd82cd445f5307e8ce4cfcf04a800%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-24-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-24-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:30	76484/76484	---M--	200	added ('OK')	image/png	etag:%229c0b85e4b3b95f57bd3787da59164636%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-22-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-22-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:34	16279/16279	---M--	200	added ('OK')	image/png	etag:%22aec02dfeb179f93a4adb5da5d555a27a%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-25-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-25-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:36	18731/18731	---M--	200	added ('OK')	image/png	etag:%22a91fb1343916eaa7e5df6208493cec14%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-26-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-26-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:41	21952/21952	---M--	200	added ('OK')	image/png	etag:%220ccbb72ac945d377c3c72a790e20ce3b%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-27-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-27-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:42	22104/22104	---M--	200	added ('OK')	image/png	etag:%22f284f915b6fbad7a329c5e0436178562%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-28-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-28-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:47	23147/23147	---M--	200	added ('OK')	image/png	etag:%228d2621ef3996a2d07ae25afd5da0ace2%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-30-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-30-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:50	151303/151303	---M--	200	added ('OK')	image/png	etag:%228af3d66c8862a00cc1eabbc63994a23b%22	http://r4ds.had.co.nz/images/EDA-boxplot.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/images/EDA-boxplot.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:52	41472/41472	---M--	200	added ('OK')	image/png	etag:%22e33210614628920fc01b2ae19a2a8ba0%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-31-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-31-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:10:57	25426/25426	---M--	200	added ('OK')	image/png	etag:%2253b63ab510ff9473e1a814a2ceb0edaf%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-33-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-33-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:11:02	52049/52049	---M--	200	added ('OK')	image/png	etag:%22307cc2b658b6515c81b617f716d4d7e9%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-33-2.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-33-2.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:11:04	29559/29559	---M--	200	added ('OK')	image/png	etag:%2241cc5f82cc45bce0c2630f7151843e92%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-34-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-34-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
23:11:08	114734/114734	---M--	200	added ('OK')	image/png	etag:%22ddeba5b16ae062da6f732684e8a49a96%22	http://r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-32-1.png	/Users/chou/websites/rstudio_book/r4ds.had.co.nz/EDA_files/figure-html/unnamed-chunk-32-1.png	(from http://r4ds.had.co.nz/exploratory-data-analysis.html)
